Time,mean_Growth_Rate,min_Growth_Rate,max_Growth_Rate,variance_Growth_Rate,mean_Synergy,min_Synergy,max_Synergy,variance_Synergy,mean_Heredity,min_Heredity,max_Heredity,variance_Heredity,mean_Invasion_Ability,min_Invasion_Ability,max_Invasion_Ability,variance_Invasion_Ability,mean_Biomass,min_Biomass,max_Biomass,variance_Biomass,fittest_count,fittest_heredity,fittestCommunity,dominant_count,dominant_heredity,dominantCommunity
0,52.6698,-2.82275e-06,2835.21,136745,-21.3126,-3284.07,1160.28,120860,0.99735,0.866646,1,0.000342244,0.98008,0.004,1,0.0194435,400.727,0,20000,7.83942e+06,1,0,[ 10000 0 0 10000 0 0 0 0 0 ],38,1,[ 0 0 0 0 0 0 0 0 0 ]
10,6.94555e-07,-5.35693e-07,6.91756e-05,4.73771e-11,-0.0131648,-0.362559,0.230078,0.00692926,0.999998,0.999973,1,1.34766e-11,1,1,1,0,0.197268,0,3.26156,0.163128,1,0,[ 1.16274 0 8.35628e-07 0 2.09881 0 0 0 0 ],13,1,[ 0 0 0 0 0 0 0 0 0 ]
20,1.33905e-07,-4.1353e-07,5.05327e-06,5.16018e-13,-0.00678594,-0.58574,0.234158,0.00990636,0.999998,0.999986,1,1.14792e-11,1,1,1,0,0.19042,0,1.29849,0.105896,1,0,[ 0.000416014 0 0.0511389 0 0 0 0.0138476 0.134574 0.50836 ],19,1,[ 0 0 0 0 0 0 0 0 0 ]
30,1.59601e-06,-1.82708e-07,0.000151928,2.28491e-10,0.0189884,-0.285103,0.93663,0.0264423,0.999998,0.999962,1,2.09199e-11,1,1,1,0,0.250344,0,4.72936,0.285076,1,0,[ 2.8475 0 0 1.88186 0 0 0 0 0 ],14,1,[ 0 0 0 0 0 0 0 0 0 ]
40,-6.27549e-09,-3.29653e-07,2.44441e-08,1.2051e-15,-0.0212632,-0.58574,0.22951,0.0124108,0.999999,0.999989,1,7.57433e-12,1,1,1,0,0.142093,0,1.06681,0.0686408,1,0,[ 0.014455 0 0.00986556 0.124153 0.0218038 0 4.3417e-05 0 0.0135429 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
50,2.42113e-08,-5.31809e-08,2.39321e-06,5.71589e-14,-0.022913,-0.613769,0.0205117,0.00822668,0.999999,0.999987,1,6.89035e-12,1,1,1,0,0.103187,0,1.21219,0.0659182,1,0,[ 0.042643 0 0.00127616 0 0.914514 0.164217 0.054102 0.0354397 0 ],22,1,[ 0 0 0 0 0 0 0 0 0 ]
60,0.038868,-3.02311e-07,3.88618,0.149513,-1.17213,-115.081,0.61487,131.086,0.998863,0.886546,1,0.000127426,0.99004,0.004,1,0.00982096,8.20492,0,795.95,6269.19,1,0,[ 47.328 0 0 0 374.804 0 373.818 0 0 ],20,1,[ 0 0 0 0 0 0 0 0 0 ]
70,2.30061e-07,-2.95485e-07,1.02063e-05,1.78967e-12,0.0168397,-0.439825,0.936633,0.0415095,0.999998,0.999986,1,1.31301e-11,1,1,1,0,0.195831,0,1.55442,0.123513,1,0,[ 1.27086 0 3.23845e-07 0.270679 0.0126231 0 1.07539e-05 0.000116073 0.000121179 ],30,1,[ 0 0 0 0 0 0 0 0 0 ]
80,6.03244e-08,-5.07592e-07,6.98226e-06,4.8921e-13,-0.0343617,-0.429055,0.936633,0.0182686,0.999998,0.999983,1,1.45454e-11,1,1,1,0,0.215982,0,1.5336,0.128179,1,0,[ 0 0 0 0 0.232076 0 1.23721 0 0 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
90,-2.96639e-09,-8.07209e-07,4.46081e-07,1.56629e-14,-0.0204225,-0.543986,0.936633,0.0167315,0.999998,0.999989,1,9.30699e-12,1,1,1,0,0.17343,0,1.16158,0.0924692,1,0,[ 0.0132523 0 0 0.967994 0 0.0554582 0 0 0 ],19,1,[ 0 0 0 0 0 0 0 0 0 ]
100,1.71352e-07,-1.80856e-07,1.51203e-05,2.28276e-12,-0.0240033,-0.567468,0.234158,0.0149593,0.999998,0.999983,1,1.22142e-11,1,1,1,0,0.191759,0,2.52253,0.145972,1,0,[ 0 0 0 0 0.504231 0.837879 1.17839 0 0.00203241 ],15,1,[ 0 0 0 0 0 0 0 0 0 ]
