Diffusion,Seeding,Clear,Score
0.0,0.0,0.0,2.2291399999999998e-05
0.0,0.0,0.1,2.2291399999999998e-05
0.0,0.0,0.2,2.2291399999999998e-05
0.0,0.0,0.30000000000000004,2.2291399999999998e-05
0.0,0.0,0.4,2.2291399999999998e-05
0.0,0.0,0.5,2.2291399999999998e-05
0.0,0.0,0.6000000000000001,2.2291399999999998e-05
0.0,0.0,0.7000000000000001,2.2291399999999998e-05
0.0,0.0,0.8,2.2291399999999998e-05
0.0,0.0,0.9,2.2291399999999998e-05
0.0,0.0,1.0,2.2291399999999998e-05
0.0,0.01,0.0,-0.11424213000000001
0.0,0.01,0.1,0.00042020999999999985
0.0,0.01,0.2,-3.15857e-05
0.0,0.01,0.30000000000000004,0.0001336544
0.0,0.01,0.4,2.2291399999999998e-05
0.0,0.01,0.5,7.797270000000001e-05
0.0,0.01,0.6000000000000001,0.00022857
0.0,0.01,0.7000000000000001,2.2291399999999998e-05
0.0,0.01,0.8,2.2371900000000002e-05
0.0,0.01,0.9,7.797270000000001e-05
0.0,0.01,1.0,2.23409e-05
0.0,0.02,0.0,-0.13455147999999997
0.0,0.02,0.1,0.0008040299999999998
0.0,0.02,0.2,0.0004740700000000005
0.0,0.02,0.30000000000000004,2.23966e-05
0.0,0.02,0.4,2.24214e-05
0.0,0.02,0.5,2.24214e-05
0.0,0.02,0.6000000000000001,7.79477e-05
0.0,0.02,0.7000000000000001,2.2365700000000002e-05
0.0,0.02,0.8,0.00016230999999999998
0.0,0.02,0.9,2.2291399999999998e-05
0.0,0.02,1.0,2.23409e-05
0.0,0.03,0.0,-0.14095332300000002
0.0,0.03,0.1,-0.00021082999999999996
0.0,0.03,0.2,0.0002843899999999998
0.0,0.03,0.30000000000000004,2.2470900000000002e-05
0.0,0.03,0.4,0.0003808600000000002
0.0,0.03,0.5,0.00043479
0.0,0.03,0.6000000000000001,5.109659999999999e-05
0.0,0.03,0.7000000000000001,2.23161e-05
0.0,0.03,0.8,7.79977e-05
0.0,0.03,0.9,7.797270000000001e-05
0.0,0.03,1.0,7.79977e-05
0.0,0.04,0.0,-0.143873804
0.0,0.04,0.1,0.00038303000000000035
0.0,0.04,0.2,0.00063233
0.0,0.04,0.30000000000000004,0.0002551799999999998
0.0,0.04,0.4,0.0001460900000000002
0.0,0.04,0.5,0.00017288999999999998
0.0,0.04,0.6000000000000001,2.4225400000000007e-05
0.0,0.04,0.7000000000000001,2.2390399999999998e-05
