Time,mean_Growth_Rate,min_Growth_Rate,max_Growth_Rate,variance_Growth_Rate,mean_Synergy,min_Synergy,max_Synergy,variance_Synergy,mean_Heredity,min_Heredity,max_Heredity,variance_Heredity,mean_Invasion_Ability,min_Invasion_Ability,max_Invasion_Ability,variance_Invasion_Ability,mean_Biomass,min_Biomass,max_Biomass,variance_Biomass,fittest_count,fittest_heredity,fittestCommunity,dominant_count,dominant_heredity,dominantCommunity
0,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.99946,0.99946,0.99946,3.55807e-31,0.111111,0.111111,0.111111,1.59958e-32,40002,40002,40002,0,100,0,[ 10000 10000 0 0 10000 10000 0 1 1 ],100,0,[ 10000 10000 0 0 10000 10000 0 1 1 ]
10,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.999433,0.999433,0.999433,7.65969e-32,0.111111,0.111111,0.111111,1.59958e-32,40022,40022,40022,0,99,0,[ 10000 10000 0 0 10000 10000 0 11 11 ],99,0,[ 10000 10000 0 0 10000 10000 0 11 11 ]
20,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.999368,0.999368,0.999368,1.18659e-30,0.111111,0.111111,0.111111,1.59958e-32,40042,40042,40042,0,17,0,[ 10000 10000 0 0 10000 10000 0 21 21 ],83,0,[ 10000 10000 0 0 10000 10000 0 21 21 ]
30,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.999273,0.999273,0.999273,6.35613e-31,0.111111,0.111111,0.111111,1.59958e-32,40062,40062,40062,0,83,0,[ 10000 10000 0 0 10000 10000 0 31 31 ],83,0,[ 10000 10000 0 0 10000 10000 0 31 31 ]
40,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.99916,0.99916,0.99916,4.15344e-31,0.111111,0.111111,0.111111,1.59958e-32,40082,40082,40082,0,17,0,[ 10000 10000 0 0 10000 10000 0 41 41 ],69,0,[ 10000 10000 0 0 10000 10000 0 41 41 ]
50,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.999034,0.999034,0.999034,9.87255e-31,0.111111,0.111111,0.111111,1.59958e-32,40102,40102,40102,0,86,0,[ 10000 10000 0 0 10000 10000 0 51 51 ],86,0,[ 10000 10000 0 0 10000 10000 0 51 51 ]
60,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.981813,0.981813,0.981813,1.61833e-30,0.004,0.004,0.004,5.45608e-36,40122,40122,40122,0,100,0,[ 10000 10000 0 0 10000 10000 0 61 61 ],100,0,[ 10000 10000 0 0 10000 10000 0 61 61 ]
70,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.981804,0.981804,0.981804,5.00638e-31,0.004,0.004,0.004,5.45608e-36,40142,40142,40142,0,100,0,[ 10000 10000 0 0 10000 10000 0 71 71 ],100,0,[ 10000 10000 0 0 10000 10000 0 71 71 ]
80,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.981794,0.981794,0.981794,3.84439e-31,0.004,0.004,0.004,5.45608e-36,40162,40162,40162,0,100,0,[ 10000 10000 0 0 10000 10000 0 81 81 ],100,0,[ 10000 10000 0 0 10000 10000 0 81 81 ]
90,44405.6,44405.6,44405.6,1.32018e-21,33292.4,33292.4,33292.4,6.3668e-22,0.981782,0.981782,0.981782,3.93461e-31,0.004,0.004,0.004,5.45608e-36,40182,40182,40182,0,100,0,[ 10000 10000 0 0 10000 10000 0 91 91 ],100,0,[ 10000 10000 0 0 10000 10000 0 91 91 ]
