Time,mean_Growth_Rate,min_Growth_Rate,max_Growth_Rate,variance_Growth_Rate,mean_Synergy,min_Synergy,max_Synergy,variance_Synergy,mean_Heredity,min_Heredity,max_Heredity,variance_Heredity,mean_Invasion_Ability,min_Invasion_Ability,max_Invasion_Ability,variance_Invasion_Ability,mean_Biomass,min_Biomass,max_Biomass,variance_Biomass,fittest_count,fittest_heredity,fittestCommunity,dominant_count,dominant_heredity,dominantCommunity
0,206.894,-5.14452e-06,3008.53,490438,-1730.25,-19453,0.00277659,2.98584e+07,0.991443,0.912158,1,0.000593756,0.881869,0.004,1,0.102514,2319.39,0,30000,5.56295e+07,5,0,[ 0 10000 10000 0 0 0 0 10000 0 ],5,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
10,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
20,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
30,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
40,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
50,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
60,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
70,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
80,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
90,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
100,3008.53,3008.53,3008.53,2.64645e-24,-19453,-19453,-19453,2.10455e-22,0.918026,0.918026,0.918026,8.14119e-32,0.004,0.004,0.004,5.45608e-36,30000,30000,30000,0,100,0,[ 0 10000 10000 0 0 0 0 10000 0 ],100,0,[ 0 10000 10000 0 0 0 0 10000 0 ]
