Time,mean_Growth_Rate,min_Growth_Rate,max_Growth_Rate,variance_Growth_Rate,mean_Synergy,min_Synergy,max_Synergy,variance_Synergy,mean_Heredity,min_Heredity,max_Heredity,variance_Heredity,mean_Invasion_Ability,min_Invasion_Ability,max_Invasion_Ability,variance_Invasion_Ability,mean_Biomass,min_Biomass,max_Biomass,variance_Biomass,fittest_count,fittest_heredity,fittestCommunity,dominant_count,dominant_heredity,dominantCommunity
0,2.22506e-05,-3.58574e-06,0.00223364,4.93966e-08,-0.496433,-29.5928,0.0145719,8.73417,0.999991,0.999768,1,5.44037e-10,1,1,1,0,1.0467,0,29.0063,8.53779,1,0,[ 0 17.3862 11.6065 0 0 0 0 0 0.0136032 ],43,1,[ 0 0 0 0 0 0 0 0 0 ]
10,6.06372e-09,-2.16375e-07,1.40257e-06,2.07818e-14,-0.0810165,-1.73539,0.016335,0.0675204,0.999998,0.999987,1,1.03889e-11,1,1,1,0,0.187253,0,1.24218,0.0882389,1,0,[ 0 1.1258 0.114386 0.000105409 2.84797e-07 3.31177e-06 0.00188991 0 0 ],15,1,[ 0 0 0 0 0 0 0 0 0 ]
20,-6.05489e-09,-2.89649e-07,2.52966e-08,9.67651e-16,-0.0668854,-1.51423,0.0145719,0.0341593,0.999998,0.999989,1,1.06037e-11,1,1,1,0,0.186256,0,1.25977,0.0923955,1,0,[ 3.07059e-07 0.00227937 1.00239 0 0.0194588 0 3.88446e-05 0.0157044 0 ],13,1,[ 0 0 0 0 0 0 0 0 0 ]
30,-1.05312e-08,-3.82713e-07,4.41551e-08,2.26435e-15,-0.0633779,-1.52856,0.000341528,0.0321213,0.999998,0.999989,1,1.09654e-11,1,1,1,0,0.185161,0,1.28408,0.0997324,1,0,[ 3.74529e-07 0.00474001 1.00046 0.000612203 0 0.000622529 0 0.000110821 4.64797e-06 ],17,1,[ 0 0 0 0 0 0 0 0 0 ]
40,-1.14019e-08,-2.77311e-07,3.99031e-08,1.6654e-15,-0.0677917,-1.51903,0.00338151,0.0424596,0.999998,0.999989,1,1.06416e-11,1,1,1,0,0.184575,0,1.06722,0.0900365,1,0,[ 4.79303e-05 0.00646385 0.979054 0.00206679 0.000316509 0.000422407 0 0 0.000625047 ],19,1,[ 0 0 0 0 0 0 0 0 0 ]
50,1.21184e-09,-7.83481e-08,2.38602e-07,1.08194e-15,-0.0715976,-1.51257,0.000683056,0.0407579,0.999998,0.999989,1,8.88259e-12,1,1,1,0,0.184675,0,1.25,0.0810227,1,0,[ 5.41197e-06 0.273999 0.0780343 0.00145713 0 0.000186495 0 0.00235755 0 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
60,3.09671e-10,-3.99987e-07,9.39023e-07,1.11387e-14,-0.0293429,-0.527704,0.0181586,0.00437552,0.999998,0.999986,1,1.04547e-11,1,1,1,0,0.19941,0,1.38039,0.099066,1,0,[ 0 0.331691 0.0601028 0 0.102936 0 0 0.246555 0.00418801 ],19,1,[ 0 0 0 0 0 0 0 0 0 ]
70,-1.3189e-08,-5.72913e-07,6.07567e-10,3.90126e-15,-0.0389643,-0.823605,0.0103363,0.0146474,0.999999,0.999989,1,8.54407e-12,1,1,1,0,0.124492,0,1.05286,0.0720365,1,0,[ 1.52468e-05 4.53546e-05 0 0 0 0.000200247 0 1.01006 0 ],24,1,[ 0 0 0 0 0 0 0 0 0 ]
80,8.72433e-09,-6.50031e-08,1.27026e-06,1.62182e-14,-0.0996337,-1.55047,0.0145551,0.0614907,0.999998,0.999985,1,1.1567e-11,1,1,1,0,0.194999,0,1.33131,0.106744,1,0,[ 0 1.02409 0 0 0.00163596 0 5.26111e-07 0.0947727 0 ],13,1,[ 0 0 0 0 0 0 0 0 0 ]
90,-4.97149e-09,-1.951e-07,5.58795e-08,6.38104e-16,-0.068598,-1.96554,0.0145719,0.0482967,0.999998,0.999986,1,1.70946e-11,1,1,1,0,0.229587,0,1.2995,0.145498,1,0,[ 0 0.255938 0.0194195 0 5.97651e-06 0 0 0.000248122 0 ],24,1,[ 0 0 0 0 0 0 0 0 0 ]
100,-4.64341e-09,-2.17305e-07,3.83245e-07,2.72149e-15,-0.0474735,-0.823665,0.0146411,0.0142991,0.999998,0.999986,1,1.07063e-11,1,1,1,0,0.184846,0,1.52309,0.113,1,0,[ 0 0.255893 0 0 0 0 0 0.112871 0 ],20,1,[ 0 0 0 0 0 0 0 0 0 ]
110,-2.14173e-08,-1.10972e-06,1.42399e-08,1.3073e-14,-0.0400274,-0.378141,0.0147902,0.00840993,0.999998,0.999987,1,1.38939e-11,1,1,1,0,0.211861,0,1.27051,0.123059,1,0,[ 4.25732e-05 0.0569071 0.000448498 0 0.000403954 0 0.000265603 0.0268045 0.0146824 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
120,-2.93978e-09,-1.96091e-07,8.80355e-08,5.44187e-16,-0.0474549,-1.51179,0.00367375,0.0362766,0.999998,0.999986,1,1.31341e-11,1,1,1,0,0.209015,0,1.30214,0.118846,1,0,[ 0 0.00650098 0.00151509 0 0.00403683 0 1.04666e-05 1.0233 0.000136472 ],7,1,[ 0 0 0 0 0 0 0 0 0 ]
130,-9.47109e-09,-1.85703e-07,8.69115e-08,1.38884e-15,-0.0570798,-1.53075,0.0145719,0.0469902,0.999998,0.999989,1,1.14595e-11,1,1,1,0,0.172498,0,1.04688,0.0951962,1,0,[ 0 0.00651494 0 0.000419318 0.000958981 0.00104828 0 1.01352 0.0106746 ],15,1,[ 0 0 0 0 0 0 0 0 0 ]
140,9.90745e-09,-1.38659e-07,1.31836e-06,1.75455e-14,-0.0177523,-0.301623,0.0121539,0.00198084,0.999999,0.999987,1,7.68725e-12,1,1,1,0,0.130014,0,1.28024,0.0690961,1,0,[ 3.06083e-05 0.0841795 0.00136329 0 0.000126203 0 0.000182024 1.18535 0.00901067 ],32,1,[ 0 0 0 0 0 0 0 0 0 ]
150,-1.39611e-08,-3.42094e-07,2.75299e-07,4.40626e-15,-0.0372909,-0.855161,0.0139156,0.0117534,0.999998,0.999987,1,1.32481e-11,1,1,1,0,0.230392,0,1.43423,0.135244,1,0,[ 3.71238e-06 0.262676 0 0.00841763 0 0.000318541 0 0.0858037 9.80796e-06 ],19,1,[ 0 0 0 0 0 0 0 0 0 ]
160,-1.74584e-09,-7.85355e-07,1.38668e-06,2.80734e-14,-0.0621133,-1.51257,0.0145719,0.0381417,0.999998,0.999987,1,1.25955e-11,1,1,1,0,0.207379,0,1.41764,0.112535,1,0,[ 0 0.0949122 0 0.0111301 0.0985922 0 0 1.19866 0.0143418 ],24,1,[ 0 0 0 0 0 0 0 0 0 ]
170,5.08733e-09,-7.17969e-07,2.65617e-06,8.58505e-14,-0.059615,-1.54652,0.0145719,0.0329145,0.999998,0.999986,1,1.4778e-11,1,1,1,0,0.254245,0,1.37193,0.156561,1,0,[ 0 1.02055 0 0 0 0 0 0.196149 0 ],13,1,[ 0 0 0 0 0 0 0 0 0 ]
180,-2.26779e-09,-3.05105e-07,3.76488e-07,3.92635e-15,-0.0698883,-1.51153,0.0124612,0.0313414,0.999998,0.999988,1,7.92183e-12,1,1,1,0,0.162266,0,1.06731,0.0676938,1,0,[ 4.11573e-05 0.178837 0.195683 3.51332e-05 0.00334916 0.000145425 0.000153043 0.00309392 0.00823475 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
190,-8.62186e-09,-4.30929e-07,1.22468e-07,2.69786e-15,-0.0276445,-0.825231,0.00546445,0.00994065,0.999998,0.999987,1,1.1146e-11,1,1,1,0,0.185796,0,1.44348,0.106071,1,0,[ 0 0.0183065 0.993309 0.00580614 0 0 0 0 0.000422566 ],17,1,[ 0 0 0 0 0 0 0 0 0 ]
200,-1.59358e-08,-1.56954e-06,1.9439e-06,6.71345e-14,-0.090007,-1.70788,0,0.0699783,0.999997,0.999988,1,1.48728e-11,1,1,1,0,0.247219,0,1.29816,0.137662,1,0,[ 0 1.10752 0.113194 0 0 0 0 0.0377859 0 ],16,1,[ 0 0 0 0 0 0 0 0 0 ]
210,-1.32317e-08,-1.00629e-06,1.27915e-07,1.03535e-14,-0.0960675,-1.56886,0.0145719,0.115324,0.999998,0.999988,1,1.03523e-11,1,1,1,0,0.187153,0,1.0625,0.0894162,1,0,[ 0 1.01111 0.0114348 0 0 6.63111e-06 9.29065e-07 0 0 ],20,1,[ 0 0 0 0 0 0 0 0 0 ]
220,1.38584e-08,-1.39887e-07,2.16629e-06,4.74012e-14,-0.0765577,-1.50023,0.0145719,0.0387727,0.999998,0.999988,1,1.18667e-11,1,1,1,0,0.193098,0,1.27148,0.103668,1,0,[ 0 0.180969 1.08552 1.15636e-05 9.78696e-06 0 0.00497008 0 0 ],13,1,[ 0 0 0 0 0 0 0 0 0 ]
230,8.19806e-09,-2.82131e-07,1.42001e-06,2.32596e-14,-0.0535084,-1.56897,0.00145358,0.0495743,0.999998,0.999989,1,1.00654e-11,1,1,1,0,0.1765,0,1.06712,0.0905701,1,0,[ 0 0.264437 0 0 0.00681662 0.0274128 0 0.454067 0 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
240,-6.80336e-09,-3.50617e-07,9.0067e-08,1.5264e-15,-0.0666846,-1.51257,0.00119362,0.0507729,0.999999,0.999987,1,8.42221e-12,1,1,1,0,0.134963,0,1.27709,0.0720774,1,0,[ 1.64618e-06 0.00840332 1.06412 0.000424349 0 0.0154092 0.000111552 0 4.69746e-05 ],33,1,[ 0 0 0 0 0 0 0 0 0 ]
250,-2.08579e-08,-7.78921e-07,2.52964e-08,9.24316e-15,-0.0908769,-1.52618,0.0121327,0.077484,0.999997,0.999987,1,1.34208e-11,1,1,1,0,0.255524,0,1.67734,0.141166,2,0,[ 0 1.00203 0.00227913 0 0 0 0 0 0 ],13,1,[ 0 0 0 0 0 0 0 0 0 ]
260,-1.26859e-08,-2.77469e-07,1.1196e-07,2.02212e-15,-0.082113,-1.6071,0,0.0600162,0.999998,0.999988,1,1.03845e-11,1,1,1,0,0.208426,0,1.38735,0.100687,1,0,[ 0 1.05819 0.0125969 0.00336021 0 0 0 0 0 ],17,1,[ 0 0 0 0 0 0 0 0 0 ]
270,-1.88487e-08,-1.19086e-06,5.35545e-08,1.61051e-14,-0.0485547,-1.51326,0.0135195,0.0509544,0.999998,0.999989,1,1.17301e-11,1,1,1,0,0.183608,0,1.24832,0.106615,1,0,[ 0 1.00042 0 0 0 0 0 0.00403437 0 ],20,1,[ 0 0 0 0 0 0 0 0 0 ]
280,-1.85743e-08,-5.42107e-07,9.28717e-08,7.59744e-15,-0.0604491,-1.46054,0.00364296,0.0329113,0.999998,0.999989,1,1.40332e-11,1,1,1,0,0.214674,0,1.28906,0.125353,1,0,[ 0 0.0329875 0.256056 0 0 0.00012546 0.00336307 0.00136577 0 ],30,1,[ 0 0 0 0 0 0 0 0 0 ]
290,-8.57224e-09,-5.14457e-07,4.62411e-07,6.5879e-15,-0.0431869,-1.57399,0.000341528,0.0272301,0.999999,0.999989,1,7.3134e-12,1,1,1,0,0.131615,0,1.125,0.0656815,1,0,[ 0 1.03352 0.037566 0 0 0 0 0.0031118 0.00152447 ],23,1,[ 0 0 0 0 0 0 0 0 0 ]
300,4.479e-07,-1.96462e-06,4.86597e-05,2.35267e-11,-0.100352,-2.00495,0.00354243,0.0971223,0.999998,0.999965,1,2.04152e-11,1,1,1,0,0.233241,0,4.12458,0.252899,1,0,[ 0 1.29813 0.000370736 0 0.000430768 2.37568e-06 0.000229307 2.82542 0 ],19,1,[ 0 0 0 0 0 0 0 0 0 ]
310,3.32915e-08,-2.47263e-07,4.01636e-06,1.61179e-13,-0.0783341,-2.04736,7.11516e-05,0.0595681,0.999998,0.999985,1,1.17059e-11,1,1,1,0,0.195684,0,1.58625,0.11421,1,0,[ 0 1.30042 0.282467 0 0.00289264 0.00047208 0 0 0 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
320,-6.23185e-09,-1.35664e-07,1.46843e-08,3.98553e-16,-0.0851945,-1.5412,0.00303318,0.0632986,0.999998,0.999986,1,1.12211e-11,1,1,1,0,0.176623,0,1.30208,0.100078,1,0,[ 0 0.00132067 1.01039 0 0 0.00346369 0 0 0 ],13,1,[ 0 0 0 0 0 0 0 0 0 ]
330,-7.79991e-09,-3.69601e-07,4.47624e-07,4.30213e-15,-0.0309012,-0.24548,0.0145719,0.00254482,0.999998,0.999989,1,8.06161e-12,1,1,1,0,0.178494,0,1.25,0.0783637,1,0,[ 0 0.0919992 0.26658 0.000800299 0 2.09438e-06 0.00296546 0.151644 0 ],23,1,[ 0 0 0 0 0 0 0 0 0 ]
340,-8.8982e-09,-3.76851e-07,2.2991e-08,1.88316e-15,-0.0518869,-1.58562,0.000676809,0.048922,0.999999,0.999987,1,9.463e-12,1,1,1,0,0.126673,0,1.1978,0.0812493,1,0,[ 3.17364e-05 0.00189522 1.19573 1.13754e-07 0 1.1153e-05 0.00013694 0 0 ],23,1,[ 0 0 0 0 0 0 0 0 0 ]
350,1.60326e-08,-5.78972e-07,3.22361e-06,1.1022e-13,-0.0594655,-1.51257,0.0144918,0.0350932,0.999998,0.999984,1,1.10626e-11,1,1,1,0,0.196588,0,1.57985,0.109335,1,0,[ 0 0.172643 0 0 0 0 0 1.40721 0 ],27,1,[ 0 0 0 0 0 0 0 0 0 ]
360,-9.23829e-09,-6.56381e-07,9.35997e-08,4.69485e-15,-0.0438169,-0.825982,0.0145719,0.0150153,0.999998,0.999988,1,8.84188e-12,1,1,1,0,0.181638,0,1.13814,0.0807792,1,0,[ 0 0.00655489 0 0 0 0.000419803 0 1.07681 0 ],19,1,[ 0 0 0 0 0 0 0 0 0 ]
370,-6.25137e-09,-2.05062e-07,7.77772e-08,9.64789e-16,-0.0485363,-1.50981,0.0143718,0.026769,0.999999,0.999989,1,5.681e-12,1,1,1,0,0.110492,0,1.04319,0.0478268,1,0,[ 3.25871e-06 0.0563693 0.135459 0.00238695 0.000833722 0.000726824 0.000205321 0.000587067 0 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
380,-2.37374e-08,-7.28076e-07,3.83245e-07,1.13889e-14,-0.0986223,-1.50017,0.00481529,0.0650708,0.999998,0.999989,1,7.7369e-12,1,1,1,0,0.166696,0,1.25,0.0751286,1,0,[ 0 0.255893 0 0 0 0 0 0.112871 0 ],17,1,[ 0 0 0 0 0 0 0 0 0 ]
390,-1.56814e-10,-2.61317e-07,1.36122e-06,2.14761e-14,-0.0469124,-0.823661,0.0145719,0.0158006,0.999997,0.999986,1,1.55993e-11,1,1,1,0,0.272385,0,1.51599,0.147828,1,0,[ 0 0.0858336 0.0166368 0 0 0 0 1.18751 0.0126051 ],17,1,[ 0 0 0 0 0 0 0 0 0 ]
400,-6.12362e-09,-4.13861e-07,1.8615e-07,2.44682e-15,-0.0574628,-0.837543,8.89396e-07,0.0219426,0.999998,0.999989,1,9.69678e-12,1,1,1,0,0.165154,0,1.22183,0.0879354,1,0,[ 3.30282e-05 0.0664063 0.262014 0 0 0 0.00824367 0 0 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
410,-7.19588e-10,-3.27252e-08,5.90892e-08,6.42406e-17,-0.0481052,-1.51415,0.0134144,0.0370112,0.999998,0.999989,1,9.79893e-12,1,1,1,0,0.190299,0,1.25,0.0949041,1,0,[ 1.5156e-06 0.250682 0 6.29958e-07 0 1.35224e-06 2.789e-05 0.0178073 0 ],14,1,[ 0 0 0 0 0 0 0 0 0 ]
420,-1.81185e-09,-5.63118e-07,5.42796e-07,1.20327e-14,-0.0487315,-0.423832,0.00182148,0.00692297,0.999998,0.999988,1,7.94025e-12,1,1,1,0,0.169395,0,1.28512,0.078284,1,0,[ 3.06149e-05 0.179406 0.282081 0.00176756 0.00231595 0 0.00983564 0.0137428 0.0132315 ],21,1,[ 0 0 0 0 0 0 0 0 0 ]
430,-7.01861e-09,-4.59748e-07,2.60311e-07,3.73223e-15,-0.0488917,-1.6071,0.000677153,0.0289421,0.999998,0.999986,1,1.17678e-11,1,1,1,0,0.189195,0,1.51766,0.113261,1,0,[ 0 0.0881967 0.266461 0 0 0 0 0 0 ],26,1,[ 0 0 0 0 0 0 0 0 0 ]
