Time,mean_Growth_Rate,min_Growth_Rate,max_Growth_Rate,variance_Growth_Rate,mean_Synergy,min_Synergy,max_Synergy,variance_Synergy,mean_Heredity,min_Heredity,max_Heredity,variance_Heredity,mean_Invasion_Ability,min_Invasion_Ability,max_Invasion_Ability,variance_Invasion_Ability,mean_Biomass,min_Biomass,max_Biomass,variance_Biomass,fittest_count,fittest_heredity,fittestCommunity,dominant_count,dominant_heredity,dominantCommunity
0,4280.81,-5.81825e-07,12730.1,8.75197e+06,-20224.9,-29619.3,-0.116837,1.87618e+08,0.957769,0.903254,0.999987,0.000672951,0.24304,0.004,1,0.180944,14067.7,1.57546,20003.6,8.21939e+07,1,0,[ 0 0 0 10000 0 10000 0 1.8882 1.70157 ],42,0,[ 10000 0 0 0 0 0 10000 0 0.910516 ]
10,5920.57,5920.57,5920.57,4.43148e-24,-29619,-29619.2,-29618.6,0.00643512,0.947972,0.947972,0.947972,3.55397e-16,0.004,0.004,0.004,5.45608e-36,20005,20002,20010.9,2.04129,1,0,[ 10000 0 0 0 0 0 10000 0 4.73374 ],1,0,[ 10000 0 0 0 0 0 10000 0 2.01575 ]
20,5920.57,5920.57,5920.57,4.43148e-24,-29618.9,-29619.2,-29618.7,0.00705459,0.947972,0.947972,0.947972,4.74366e-16,0.004,0.004,0.004,5.45608e-36,20005.8,20002,20010.8,2.23779,1,0,[ 10000 0 0 0 0 0 10000 0 3.45189 ],1,0,[ 10000 0 0 0 0 0 10000 0 1.9863 ]
30,5920.57,5920.57,5920.57,4.43148e-24,-29618.9,-29619.1,-29618.4,0.0167023,0.947972,0.947972,0.947972,2.038e-15,0.004,0.004,0.004,5.45608e-36,20006.2,20002.1,20015.6,5.29815,1,0,[ 10000 0 0 0 0 0 10000 0 4.98649 ],1,0,[ 10000 0 0 0 0 0 10000 0 2.06943 ]
40,5920.57,5920.57,5920.57,4.43148e-24,-29618.9,-29619.1,-29618.5,0.0094087,0.947972,0.947972,0.947972,9.5843e-16,0.004,0.004,0.004,5.45608e-36,20006.6,20002.9,20013.3,2.98454,1,0,[ 10000 0 0 0 0 0 10000 0 5.61713 ],1,0,[ 10000 0 0 0 0 0 10000 0 2.88534 ]
50,5920.57,5920.57,5920.57,4.43148e-24,-29618.9,-29619.2,-29618.5,0.0129644,0.947972,0.947972,0.947972,1.29963e-15,0.004,0.004,0.004,5.45608e-36,20006.6,20001.4,20013.9,4.11246,1,0,[ 10000 0 0 0 0 0 10000 0 5.7952 ],1,0,[ 10000 0 0 0 0 0 10000 0 1.35264 ]
60,5920.57,5920.57,5920.57,4.43148e-24,-29618.9,-29619.2,-29618.4,0.0151826,0.947972,0.947972,0.947972,1.56509e-15,0.004,0.004,0.004,5.45608e-36,20006.4,20001.4,20014.8,4.8161,1,0,[ 10000 0 0 0 0 0 10000 0 6.84026 ],1,0,[ 10000 0 0 0 0 0 10000 0 1.38644 ]
70,5920.57,5920.57,5920.57,4.43148e-24,-29618.9,-29619.1,-29618.6,0.00778659,0.947972,0.947972,0.947972,6.12199e-16,0.004,0.004,0.004,5.45608e-36,20006.2,20002.4,20011.3,2.46999,1,0,[ 10000 0 0 0 0 0 10000 0 5.47923 ],1,0,[ 10000 0 0 0 0 0 10000 0 2.43101 ]
80,5920.57,5920.57,5920.57,4.43148e-24,-29618.9,-29619.1,-29618.7,0.00764941,0.947972,0.947972,0.947972,5.59025e-16,0.004,0.004,0.004,5.45608e-36,20005.8,20002.7,20010.9,2.42648,1,0,[ 10000 0 0 0 0 0 10000 0 6.84188 ],1,0,[ 10000 0 0 0 0 0 10000 0 2.65566 ]
90,5920.57,5920.57,5920.57,4.43148e-24,-29618.9,-29619.2,-29618.7,0.00890697,0.947972,0.947972,0.947972,6.11085e-16,0.004,0.004,0.004,5.45608e-36,20006.2,20001.3,20010.6,2.82539,1,0,[ 10000 0 0 0 0 0 10000 0 6.28305 ],1,0,[ 10000 0 0 0 0 0 10000 0 1.29606 ]
