Time,mean_Growth_Rate,min_Growth_Rate,max_Growth_Rate,variance_Growth_Rate,mean_Synergy,min_Synergy,max_Synergy,variance_Synergy,mean_Heredity,min_Heredity,max_Heredity,variance_Heredity,mean_Invasion_Ability,min_Invasion_Ability,max_Invasion_Ability,variance_Invasion_Ability,mean_Biomass,min_Biomass,max_Biomass,variance_Biomass,fittest_count,fittest_heredity,fittestCommunity,dominant_count,dominant_heredity,dominantCommunity
0,3.43878e-05,-3.13421e-06,0.00344707,1.1764e-07,-0.357679,-9.87874,0.0145719,1.17202,0.999987,0.999524,1,2.20935e-09,1,1,1,0,1.26376,0,48.5634,23.0551,1,0,[ 0 6.12085 0 0 0 0 0 42.4425 0 ],34,1,[ 0 0 0 0 0 0 0 0 0 ]
10,-1.73869e-08,-1.04973e-06,4.00412e-08,1.16613e-14,-0.047177,-0.832692,0.0141685,0.0146156,0.999998,0.999989,1,1.06748e-11,1,1,1,0,0.208211,0,1.31045,0.112307,1,0,[ 0.000162183 0.0477602 0 0 0 0 0.00325595 0.0697544 0 ],22,1,[ 0 0 0 0 0 0 0 0 0 ]
20,-1.41791e-08,-1.09434e-06,8.68957e-07,3.73745e-14,-0.0533571,-0.858224,0.0111623,0.0133355,0.999998,0.999988,1,1.06749e-11,1,1,1,0,0.200943,0,1.26044,0.103746,1,0,[ 0 0.27929 0 0 0.00167752 0 0 0.235805 0 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
30,6.56024e-08,-1.58961e-06,1.09835e-05,1.24257e-12,-0.116048,-2.5289,0.0119297,0.108468,0.999998,0.999981,1,1.48465e-11,1,1,1,0,0.246434,0,2.19213,0.160276,1,0,[ 0 1.55181 0.639817 0 1.59739e-06 0.000398232 1.75913e-05 0 8.42592e-05 ],13,1,[ 0 0 0 0 0 0 0 0 0 ]
40,-5.84603e-09,-2.19448e-07,7.22768e-12,5.77894e-16,-0.051017,-1.51332,0.0145719,0.0320707,0.999998,0.999989,1,7.90129e-12,1,1,1,0,0.15327,0,1.09433,0.068216,1,0,[ 0 0.00216037 0.00489189 0 0.00485094 0 0 0 0 ],23,1,[ 0 0 0 0 0 0 0 0 0 ]
50,-6.12373e-09,-1.41467e-07,2.79153e-09,4.3978e-16,-0.0919889,-1.53363,0.000910741,0.0834952,0.999998,0.999988,1,1.55729e-11,1,1,1,0,0.217817,0,1.2553,0.139743,1,0,[ 0 0.004953 0 0.000236608 0 0 0.000936524 0.0473976 0 ],16,1,[ 0 0 0 0 0 0 0 0 0 ]
60,8.60919e-09,-3.81015e-07,1.31656e-06,1.9935e-14,-0.0838318,-1.59067,0.0121539,0.0637565,0.999998,0.999988,1,9.93698e-12,1,1,1,0,0.208422,0,1.25,0.0959429,1,0,[ 3.9722e-08 0.364885 0.325745 0 0 0 0 0 0 ],21,1,[ 0 0 0 0 0 0 0 0 0 ]
70,-4.15584e-08,-1.21068e-06,5.6518e-07,3.32974e-14,-0.0318998,-0.352258,0.00337085,0.00480237,0.999998,0.999988,1,7.3249e-12,1,1,1,0,0.174218,0,1.33307,0.0797469,1,0,[ 0 0.179521 0.28433 0 8.66613e-05 0 0 0 3.65076e-05 ],14,1,[ 0 0 0 0 0 0 0 0 0 ]
80,-1.39798e-08,-6.0827e-07,7.33684e-09,4.75755e-15,-0.0618648,-1.06811,0.0124824,0.0229145,0.999998,0.999986,1,1.14179e-11,1,1,1,0,0.189433,0,1.29688,0.108387,1,0,[ 0 0.000618429 0 0 0 4.71226e-05 6.16177e-05 1.00148 0.127059 ],23,1,[ 0 0 0 0 0 0 0 0 0 ]
90,-1.41312e-08,-2.8065e-07,5.27548e-09,1.65201e-15,-0.057086,-1.51257,0.0141816,0.0378912,0.999998,0.999989,1,1.04421e-11,1,1,1,0,0.216238,0,1.23166,0.0932591,1,0,[ 0 0.00157119 0 0 0 0 0 0.253045 0 ],14,1,[ 0 0 0 0 0 0 0 0 0 ]
