Diffusion,Seeding,Clear,Score
0.0,0.0,0.0,4.45529e-10
0.0,0.0,0.1,4.45529e-10
0.0,0.0,0.2,4.45529e-10
0.0,0.0,0.30000000000000004,4.45529e-10
0.0,0.0,0.4,4.45529e-10
0.0,0.0,0.5,4.45529e-10
0.0,0.0,0.6000000000000001,4.45529e-10
0.0,0.0,0.7000000000000001,4.45529e-10
0.0,0.0,0.8,4.45529e-10
0.0,0.0,0.9,4.45529e-10
0.0,0.0,1.0,4.45529e-10
0.0,0.01,0.0,-0.38354804
0.0,0.01,0.1,4.50941e-10
0.0,0.01,0.2,4.4786400000000003e-10
0.0,0.01,0.30000000000000004,4.4802300000000005e-10
0.0,0.01,0.4,4.4611300000000005e-10
0.0,0.01,0.5,4.4669699999999994e-10
0.0,0.01,0.6000000000000001,4.4669699999999994e-10
0.0,0.01,0.7000000000000001,4.4786400000000003e-10
0.0,0.01,0.8,4.4743900000000005e-10
0.0,0.01,0.9,4.4611300000000005e-10
0.0,0.01,1.0,4.4611300000000005e-10
0.0,0.02,0.0,-0.3966499
0.0,0.02,0.1,4.60492e-10
0.0,0.02,0.2,4.58157e-10
0.0,0.02,0.30000000000000004,4.4728e-10
0.0,0.02,0.4,4.50358e-10
0.0,0.02,0.5,4.4786400000000003e-10
0.0,0.02,0.6000000000000001,4.49349e-10
0.0,0.02,0.7000000000000001,4.4919000000000003e-10
0.0,0.02,0.8,4.4611300000000005e-10
0.0,0.02,0.9,4.4669699999999994e-10
0.0,0.02,1.0,4.45529e-10
0.0,0.03,0.0,-0.3966499
0.0,0.03,0.1,4.67473e-10
0.0,0.03,0.2,4.5311699999999996e-10
0.0,0.03,0.30000000000000004,4.5417800000000006e-10
0.0,0.03,0.4,4.49774e-10
0.0,0.03,0.5,4.4919000000000003e-10
0.0,0.03,0.6000000000000001,4.4786400000000003e-10
0.0,0.03,0.7000000000000001,4.4669699999999994e-10
0.0,0.03,0.8,4.45529e-10
0.0,0.03,0.9,4.4669699999999994e-10
0.0,0.03,1.0,4.45529e-10
0.0,0.04,0.0,-0.3966499
0.0,0.04,0.1,4.75324e-10
0.0,0.04,0.2,4.56119e-10
0.0,0.04,0.30000000000000004,4.5550400000000006e-10
0.0,0.04,0.4,4.53435e-10
0.0,0.04,0.5,4.52692e-10
0.0,0.04,0.6000000000000001,4.4728e-10
0.0,0.04,0.7000000000000001,4.49774e-10
0.0,0.04,0.8,4.49774e-10
0.0,0.04,0.9,4.4919000000000003e-10
0.0,0.04,1.0,4.48607e-10
0.0,0.05,0.0,-0.3966499
0.0,0.05,0.1,0.00120232314864
0.0,0.05,0.2,4.66222e-10
0.0,0.05,0.30000000000000004,4.5959e-10
0.0,0.05,0.4,4.51684e-10
0.0,0.05,0.5,4.5577e-10
0.0,0.05,0.6000000000000001,4.53594e-10
0.0,0.05,0.7000000000000001,4.5226800000000007e-10
0.0,0.05,0.8,4.4611300000000005e-10
0.0,0.05,0.9,4.511e-10
0.0,0.05,1.0,4.4728e-10
0.0,0.06,0.0,-0.3966499
0.0,0.06,0.1,0.0025797488141
0.0,0.06,0.2,0.0024921975556999997
0.0,0.06,0.30000000000000004,4.6017400000000006e-10
0.0,0.06,0.4,4.52427e-10
0.0,0.06,0.5,4.52692e-10
0.0,0.06,0.6000000000000001,4.51684e-10
0.0,0.06,0.7000000000000001,4.51525e-10
0.0,0.06,0.8,4.4919000000000003e-10
0.0,0.06,0.9,4.4802300000000005e-10
0.0,0.06,1.0,4.48448e-10
0.0,0.07,0.0,-0.3966499
0.0,0.07,0.1,0.00128987440706
0.0,0.07,0.2,4.717239999999999e-10
0.0,0.07,0.30000000000000004,4.6091599999999996e-10
0.0,0.07,0.4,4.58264e-10
0.0,0.07,0.5,4.51525e-10
0.0,0.07,0.6000000000000001,4.52533e-10
0.0,0.07,0.7000000000000001,0.00128987440706
0.0,0.07,0.8,4.52692e-10
0.0,0.07,0.9,4.52692e-10
0.0,0.07,1.0,4.511e-10
0.0,0.08,0.0,-0.3966499
0.0,0.08,0.1,0.0036945107043
0.0,0.08,0.2,4.6351700000000004e-10
0.0,0.08,0.30000000000000004,0.00120232314864
0.0,0.08,0.4,4.5311699999999996e-10
0.0,0.08,0.5,4.5699000000000004e-10
0.0,0.08,0.6000000000000001,4.5608800000000006e-10
0.0,0.08,0.7000000000000001,4.49615e-10
0.0,0.08,0.8,4.52692e-10
