Time,mean_Growth_Rate,min_Growth_Rate,max_Growth_Rate,variance_Growth_Rate,mean_Synergy,min_Synergy,max_Synergy,variance_Synergy,mean_Heredity,min_Heredity,max_Heredity,variance_Heredity,mean_Invasion_Ability,min_Invasion_Ability,max_Invasion_Ability,variance_Invasion_Ability,mean_Biomass,min_Biomass,max_Biomass,variance_Biomass,fittest_count,fittest_heredity,fittestCommunity,dominant_count,dominant_heredity,dominantCommunity
0,241.51,-1.13253e-06,13420.6,2.8942e+06,-166.589,-8798.14,7.56651,1.35787e+06,0.997775,0.881053,1,0.000241514,0.98008,0.004,1,0.0194435,401.032,0,20000,7.8392e+06,1,0,[ 0 0 0 0 0 0 0 10000 10000 ],38,1,[ 0 0 0 0 0 0 0 0 0 ]
10,134.208,-5.7782e-07,13420.6,1.78312e+06,-73.8704,-8798.14,1411.53,788543,0.997856,0.888889,1,0.00022384,0.971509,0.004,1,0.0263755,302.207,0,20000,4.90903e+06,1,0,[ 0 0 0 0 0 0 0 10000 10000 ],17,1,[ 0 0 0 0 0 0 0 0 0 ]
20,268.413,-3.98274e-07,13420.6,3.53022e+06,-176.073,-8798.14,1.46745,1.51714e+06,0.997948,0.897541,1,0.000205746,0.98008,0.004,1,0.0194435,400.253,0,20000,7.8398e+06,2,0,[ 0 0 0 0 0 0 0 10000 10000 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
30,276.099,-5.78679e-07,13420.6,3.53194e+06,-171.939,-8798.14,411.601,1.52028e+06,0.996834,0.888956,1,0.00032324,0.97012,0.004,1,0.0288677,509.635,0,20000,8.92789e+06,2,0,[ 0 0 0 0 0 0 0 10000 10000 ],13,1,[ 0 0 0 0 0 0 0 0 0 ]
40,348.813,-5.81179e-07,13420.6,3.98226e+06,-244.504,-8798.14,0.933585,1.93738e+06,0.996594,0.881053,1,0.000376344,0.97012,0.004,1,0.0288677,600.274,0,20000,1.16397e+07,1,0,[ 0 0 0 0 0 0 0 10000 10000 ],21,1,[ 0 0 0 0 0 0 0 0 0 ]
50,362.917,-3.17124e-07,13420.6,4.36366e+06,-272.901,-9685.07,4.96568,2.41168e+06,0.996712,0.877245,1,0.000349842,0.97012,0.004,1,0.0288677,601.043,0,20000,1.16388e+07,2,0,[ 0 0 0 0 0 0 0 10000 10000 ],17,1,[ 0 0 0 0 0 0 0 0 0 ]
60,268.415,-5.75796e-07,13420.6,3.53022e+06,-176.356,-8798.14,0.077661,1.51705e+06,0.997942,0.897541,1,0.000205724,0.98008,0.004,1,0.0194435,401.091,0,20000,7.83919e+06,2,0,[ 0 0 0 0 0 0 0 10000 10000 ],25,1,[ 0 0 0 0 0 0 0 0 0 ]
70,241.51,-3.90307e-07,13420.6,2.8942e+06,-166.262,-8798.14,6.76743,1.35798e+06,0.997774,0.881053,1,0.000241518,0.98008,0.004,1,0.0194435,401.125,0,20000,7.83919e+06,1,0,[ 0 0 0 0 0 0 0 10000 10000 ],15,1,[ 0 0 0 0 0 0 0 0 0 ]
80,536.827,-2.02386e-07,13420.6,6.91635e+06,-351.881,-8798.14,15.2513,2.97247e+06,0.995894,0.897541,1,0.000403054,0.951589,0.004,1,0.0446839,802.113,0,20000,1.5357e+07,4,0,[ 0 0 0 0 0 0 0 10000 10000 ],22,1,[ 0 0 0 0 0 0 0 0 0 ]
90,221.781,-3.27001e-07,13420.6,2.51887e+06,-187.756,-9965.08,0.90108,1.73185e+06,0.997697,0.872473,1,0.000262307,0.98008,0.004,1,0.0194435,400.287,0,20000,7.83977e+06,1,0,[ 0 0 0 0 0 0 0 10000 10000 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
100,194.899,-5.72352e-07,10730.3,1.88034e+06,-178.746,-9965.08,0.141153,1.57268e+06,0.99661,0.872473,1,0.000377895,0.97012,0.004,1,0.0288677,402.776,0,20000,7.83846e+06,1,0,[ 10000 0 0 0 0 0 0 0 10000 ],9,1,[ 0 0 0 0 0 0 0 0 0 ]
110,268.413,-2.32281e-07,13420.6,3.53022e+06,-175.933,-8798.14,13.5176,1.5172e+06,0.997938,0.897541,1,0.000205716,0.97012,0.004,1,0.0288677,401.214,0,20000,7.83914e+06,2,0,[ 0 0 0 0 0 0 0 10000 10000 ],16,1,[ 0 0 0 0 0 0 0 0 0 ]
120,4.23127e-05,-3.63308e-07,0.00410076,1.66523e-07,-0.142575,-1.13869,0.76857,0.097834,0.999996,0.999793,1,4.34522e-10,1,1,1,0,0.38144,0,20.5512,4.26676,1,0,[ 1.51997 0 0 0 0 0 0 0.442775 18.5884 ],14,1,[ 0 0 0 0 0 0 0 0 0 ]
130,268.423,-5.76213e-07,13420.6,3.53021e+06,-176.564,-8798.14,0.0176441,1.517e+06,0.996807,0.885793,1,0.000330193,0.97012,0.004,1,0.0288677,402.008,0,20000,7.83872e+06,2,0,[ 0 0 0 0 0 0 0 10000 10000 ],25,1,[ 0 0 0 0 0 0 0 0 0 ]
140,241.51,-5.76982e-07,13420.6,2.8942e+06,-166.273,-8798.14,0.894018,1.35797e+06,0.997783,0.881053,1,0.000241547,0.98008,0.004,1,0.0194435,400.306,0,20000,7.83976e+06,1,0,[ 0 0 0 0 0 0 0 10000 10000 ],19,1,[ 0 0 0 0 0 0 0 0 0 ]
150,100.005,-5.09378e-07,10000.5,990100,-90.1232,-9003.64,1.13551,802533,0.998785,0.878882,1,0.00014522,0.99004,0.004,1,0.00982096,200.343,0,20000,3.95987e+06,1,0,[ 0 10000 0 0 0 0 0 0 10000 ],15,1,[ 0 0 0 0 0 0 0 0 0 ]
160,134.213,-2.04819e-07,13420.6,1.78312e+06,-85.0396,-8798.14,321.086,767875,0.99784,0.88734,1,0.000227239,0.98008,0.004,1,0.0194435,223.986,0,20000,4.00286e+06,1,0,[ 0 0 0 0 0 0 0 10000 10000 ],22,1,[ 0 0 0 0 0 0 0 0 0 ]
170,134.226,-3.75103e-07,13420.6,1.78312e+06,-87.2698,-8798.14,79.8439,766521,0.998883,0.897541,1,0.000104474,0.98008,0.004,1,0.0194435,208.599,0,20000,3.96292e+06,1,0,[ 0 0 0 0 0 0 0 10000 10000 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
180,483.019,-3.92107e-07,13420.6,5.67176e+06,-332.448,-8798.14,1.39138,2.66072e+06,0.995567,0.881053,1,0.00047327,0.96016,0.004,1,0.0380934,800.52,0,20000,1.53592e+07,2,0,[ 0 0 0 0 0 0 0 10000 10000 ],22,1,[ 0 0 0 0 0 0 0 0 0 ]
190,624.399,-5.8656e-07,13420.6,7.58158e+06,-451.706,-9965.08,0.393321,3.88528e+06,0.994624,0.872473,1,0.000553646,0.9502,0.004,1,0.0471208,1000.2,0,20000,1.89996e+07,4,0,[ 0 0 0 0 0 0 0 10000 10000 ],18,1,[ 0 0 0 0 0 0 0 0 0 ]
