Diffusion,Seeding,Clear,Score
0.0,0.0,0.0,0.0
0.0,0.0,0.1,0.0
0.0,0.0,0.2,0.0
0.0,0.0,0.30000000000000004,0.0
0.0,0.0,0.4,0.0
0.0,0.0,0.5,0.0
0.0,0.0,0.6000000000000001,0.0
0.0,0.0,0.7000000000000001,0.0
0.0,0.0,0.8,0.0
0.0,0.0,0.9,0.0
0.0,0.0,1.0,0.0
0.0,0.01,0.0,-0.10758021000000001
0.0,0.01,0.1,-0.00017920999999999996
0.0,0.01,0.2,-0.0002616900000000002
0.0,0.01,0.30000000000000004,0.0001039876
0.0,0.01,0.4,3.96259e-05
0.0,0.01,0.5,0.0
0.0,0.01,0.6000000000000001,-0.00026498700000000006
0.0,0.01,0.7000000000000001,0.0
0.0,0.01,0.8,-0.00028083700000000004
0.0,0.01,0.9,0.0
0.0,0.01,1.0,8.17507e-05
0.0,0.02,0.0,-0.12843260999999997
0.0,0.02,0.1,0.00013171999999999988
0.0,0.02,0.2,-0.0006595000000000004
0.0,0.02,0.30000000000000004,-0.00011734000000000007
0.0,0.02,0.4,-0.00020554800000000006
0.0,0.02,0.5,3.56633e-05
0.0,0.02,0.6000000000000001,4.75511e-05
0.0,0.02,0.7000000000000001,0.00012137670000000002
0.0,0.02,0.8,1.0348500000000001e-05
0.0,0.02,0.9,3.56633e-05
0.0,0.02,1.0,-0.0005616800000000002
0.0,0.03,0.0,-0.13911110000000002
0.0,0.03,0.1,-0.0003603599999999997
0.0,0.03,0.2,0.0001578486
0.0,0.03,0.30000000000000004,-0.00021347300000000016
0.0,0.03,0.4,0.00010552670000000001
0.0,0.03,0.5,6.18621e-05
0.0,0.03,0.6000000000000001,0.00017385030000000002
0.0,0.03,0.7000000000000001,0.00015307770000000002
0.0,0.03,0.8,3.56633e-05
0.0,0.03,0.9,8.321440000000001e-05
0.0,0.03,1.0,-0.0002704919999999999
0.0,0.04,0.0,-0.13934623000000002
0.0,0.04,0.1,-0.0009031899999999999
0.0,0.04,0.2,5.885999999999999e-05
0.0,0.04,0.30000000000000004,-2.6200000000000095e-05
0.0,0.04,0.4,0.00020951330000000003
0.0,0.04,0.5,5.3936999999999995e-05
0.0,0.04,0.6000000000000001,-0.0007925499999999999
0.0,0.04,0.7000000000000001,0.0001579244
0.0,0.04,0.8,-0.0005141300000000002
0.0,0.04,0.9,0.00015703970000000003
0.0,0.04,1.0,-0.00016342000000000006
0.0,0.05,0.0,-0.13934623000000002
0.0,0.05,0.1,-0.001554100000000001
0.0,0.05,0.2,-0.00113903
0.0,0.05,0.30000000000000004,2.2309999999999995e-05
0.0,0.05,0.4,-0.0003815699999999999
0.0,0.05,0.5,0.0001610027
0.0,0.05,0.6000000000000001,-7.228000000000009e-05
0.0,0.05,0.7000000000000001,-0.0001411899999999998
0.0,0.05,0.8,-0.00019916999999999982
0.0,0.05,0.9,3.56633e-05
0.0,0.05,1.0,8.17507e-05
0.0,0.06,0.0,-0.13934623000000002
0.0,0.06,0.1,-0.0005360599999999997
0.0,0.06,0.2,-0.0008432399999999994
0.0,0.06,0.30000000000000004,0.00011280000000000014
0.0,0.06,0.4,-0.00030064999999999996
0.0,0.06,0.5,-0.00068702
0.0,0.06,0.6000000000000001,-0.00010311000000000001
0.0,0.06,0.7000000000000001,5.0049999999999834e-05
0.0,0.06,0.8,-0.000245174
0.0,0.06,0.9,0.000128646
0.0,0.06,1.0,9.90647e-05
0.0,0.07,0.0,-0.13934623000000002
0.0,0.07,0.1,-0.0011182000000000006
0.0,0.07,0.2,-0.000450157
0.0,0.07,0.30000000000000004,-2.3780000000000155e-05
0.0,0.07,0.4,-0.0002561
0.0,0.07,0.5,-0.0001468200000000002
0.0,0.07,0.6000000000000001,-0.0007361900000000003
