Time,mean_Growth_Rate,min_Growth_Rate,max_Growth_Rate,variance_Growth_Rate,mean_Synergy,min_Synergy,max_Synergy,variance_Synergy,mean_Heredity,min_Heredity,max_Heredity,variance_Heredity,mean_Invasion_Ability,min_Invasion_Ability,max_Invasion_Ability,variance_Invasion_Ability,mean_Biomass,min_Biomass,max_Biomass,variance_Biomass,fittest_count,fittest_heredity,fittestCommunity,dominant_count,dominant_heredity,dominantCommunity
0,1282.43,1197.84,5951.96,356144,-4915.19,-4997.61,1352.53,432260,0.939901,0.915547,0.940283,7.77418e-06,0.004,0.004,0.004,5.45608e-36,20300,20000,40000,4.91e+06,1,0,[ 10000 0 0 0 10000 10000 10000 0 0 ],98,0,[ 0 0 0 0 0 0 10000 0 10000 ]
10,7953.17,1667.83,9701.77,7.99863e+06,-2846.02,-4451.47,401.82,1.13063e+06,0.904817,0.879632,0.940283,0.000401822,0.004,0.004,0.004,5.45608e-36,46900,20000,60000,1.7739e+08,44,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],44,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ]
20,6343.72,0,9701.77,1.30648e+07,-2707.11,-7098.11,-378.536,2.42414e+06,0.904577,0.777778,0.940283,0.0015809,0.004,0.004,0.004,5.45608e-36,39100,20000,60000,2.2219e+08,24,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],24,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ]
30,5662.52,1197.84,9701.77,1.44555e+07,-2717.67,-4997.61,-378.536,2.38416e+06,0.917155,0.777778,0.940283,0.0007139,0.004,0.004,0.004,5.45608e-36,36300,20000,60000,2.5731e+08,18,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],19,0,[ 10000 0 0 0 0 0 0 0 10000 ]
40,6561.48,1197.84,9701.77,1.21096e+07,-2503.15,-4997.61,-378.536,1.81763e+06,0.903118,0.777778,0.940283,0.00168235,0.004,0.004,0.004,5.45608e-36,40600,20000,60000,2.3764e+08,22,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],23,0,[ 10000 10000 0 0 10000 10000 10000 0 10000 ]
50,6393.76,0,9701.77,1.33345e+07,-2582.34,-6703.45,-378.536,2.05768e+06,0.909966,0.777778,0.940283,0.000798651,0.004,0.004,0.004,5.45608e-36,40100,20000,60000,2.5899e+08,23,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],24,0,[ 10000 10000 0 0 10000 10000 10000 0 10000 ]
60,6712.56,1197.84,9701.77,1.21851e+07,-2559.4,-4997.61,401.82,1.94151e+06,0.908955,0.777778,0.940283,0.000867302,0.004,0.004,0.004,5.45608e-36,41300,20000,60000,2.4331e+08,24,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],25,0,[ 10000 10000 0 0 10000 10000 10000 0 10000 ]
70,7249.93,1197.84,9701.77,9.97729e+06,-2462.32,-7098.11,-378.536,1.72068e+06,0.902071,0.777778,0.940283,0.00111933,0.004,0.004,0.004,5.45608e-36,44000,20000,60000,2.06e+08,26,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],28,0,[ 10000 10000 0 0 10000 10000 10000 0 10000 ]
80,6823.51,1197.84,9701.77,1.32417e+07,-2514.91,-4997.61,-378.536,2.02521e+06,0.913879,0.777778,0.940283,0.000577173,0.004,0.004,0.004,5.45608e-36,39700,20000,60000,2.0891e+08,33,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],33,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ]
90,6670.49,0,9701.77,1.14377e+07,-2469.19,-6703.45,-378.536,1.79934e+06,0.900968,0.777778,0.940283,0.00140705,0.004,0.004,0.004,5.45608e-36,42300,20000,60000,2.4571e+08,19,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],30,0,[ 10000 10000 0 0 10000 10000 10000 0 10000 ]
100,6689.9,1197.84,9701.77,1.20828e+07,-2628.03,-7098.11,-378.536,1.81344e+06,0.907609,0.777778,0.940283,0.00102423,0.004,0.004,0.004,5.45608e-36,41200,20000,60000,2.3256e+08,28,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],28,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ]
110,6237.01,1197.84,9701.77,1.29927e+07,-2490.28,-4997.61,-378.536,1.88935e+06,0.912787,0.777778,0.940283,0.000733467,0.004,0.004,0.004,5.45608e-36,39300,20000,60000,2.6051e+08,19,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],24,0,[ 10000 10000 0 0 10000 10000 10000 0 10000 ]
120,6502.17,0,9701.77,1.2198e+07,-2458.72,-6703.45,401.82,1.66653e+06,0.904342,0.777778,0.940283,0.00141357,0.004,0.004,0.004,5.45608e-36,40900,20000,60000,2.5219e+08,24,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],25,0,[ 10000 10000 0 0 10000 10000 10000 0 10000 ]
130,6764.4,0,9701.77,1.29692e+07,-2645.2,-7098.11,-378.536,2.42305e+06,0.908577,0.777778,0.940283,0.00100768,0.004,0.004,0.004,5.45608e-36,40200,20000,60000,2.0996e+08,29,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],29,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ]
140,6071.81,1197.84,9701.77,1.28449e+07,-2522.31,-4997.61,401.82,1.84953e+06,0.911011,0.777778,0.940283,0.00108271,0.004,0.004,0.004,5.45608e-36,38700,20000,60000,2.5731e+08,20,0,[ 10000 0 0 0 10000 10000 10000 0 10000 ],22,0,[ 10000 10000 0 0 10000 10000 10000 0 10000 ]
